account_id,state,type,balance,created_date,account_users,account_tier
ef36901e-ebb7-45c5-82e1-81952e31a674,Pennsylvania,INS06,885687,4/1/2022,7,bronze
e919273d-09be-44f0-b4c7-1fd8abb6cda9,Colorado,FIN014,496507,1/13/2023,9,bronze
9fa16b4d-26d4-4ac2-9e92-f0e45842771f,North Dakota,FIN016,1382334,12/15/2022,1,silver
7facd37f-e069-404c-b07f-3e1f899faec3,Alaska,INV023,1386132,3/11/2023,5,silver
caf45f81-610f-4625-acbc-14049c311aee,Texas,INS010,1112768,7/21/2023,5,bronze
e7660303-0c25-4c7c-8998-684bfed06cac,California,INS011,429753,12/19/2022,6,gold
2d5721fd-77f7-4f62-8047-f7fae8ef8b30,Virginia,INS02,824407,5/16/2022,2,platinum
bf842a62-9d8d-4269-a88f-714ecfbb4cfe,Maryland,INS02,681192,8/30/2022,10,silver
ecd0f681-d5a3-4208-97f2-8ebf49f0d4fe,Washington,INS02,1140193,6/24/2023,5,employee
4c86264f-5f51-4bfe-a80d-7bf3bddfd026,Kentucky,INS012,704849,1/13/2023,6,bronze
b42c9989-aec0-4e2f-8b90-df220f45ec7d,District of Columbia,FIN016,62624,3/11/2023,4,silver
87b16f5c-8153-442d-854f-03f465dddc4e,Ohio,INV022,1060204,8/11/2023,10,silver
9c1c4ecf-dab0-4de7-8eac-10464b61e01f,Missouri,INS07,1167554,12/3/2022,9,gold
477f65cb-2e6d-4a3b-b59e-154448e3e85f,Illinois,FIN018,394244,1/18/2022,6,employee
71b8ea89-9151-4fbe-ae14-470c697c2743,Wisconsin,FIN013,527184,11/8/2022,8,platinum
c5d5891d-8aff-4989-9181-afed40830de3,California,FIN014,545921,9/4/2022,5,gold
61508571-952b-438c-b46d-376112727b22,Texas,INS011,1123206,10/3/2022,3,silver
0db08119-35e1-4e21-93a9-fc9fbec32a1c,Nevada,INV024,26032,6/3/2022,6,gold
2a0cc388-242c-46b5-9730-816e821f1808,California,FIN017,636822,3/15/2022,9,gold
f6cd6294-6953-4643-a87d-df7670a6ba71,Texas,INS06,1139935,5/13/2022,8,bronze
cefad724-ae23-469f-b346-0c74cea287bf,New York,INS08,1388546,6/28/2023,2,silver
9384bd99-d9d2-446b-9a0d-118d116e56dd,Kentucky,INV025,331725,3/2/2022,1,gold
9101c9e0-1173-4339-ac6d-ccc69852e0cf,Oklahoma,INS07,343841,11/18/2022,7,bronze
9e8c4af4-004d-443a-aa8c-5edd3f278b9a,Virginia,INV021,270231,6/27/2022,3,employee
abf5d499-d94b-4a26-8542-97e185b255e7,New York,INS010,948085,11/29/2022,8,platinum
d29e258f-1809-4a2f-a71c-dff8d8863f5a,New York,FIN015,695372,3/29/2023,2,employee
41aa4ad9-1218-44b5-b47e-af9ec21c8686,Louisiana,FIN015,943206,12/2/2022,2,silver
edafefeb-8d71-4a03-b73d-8aa67609e46c,Texas,FIN019,1460673,7/16/2022,7,employee
0de131b3-8242-4964-b924-c86a48d9c2a4,Michigan,INS02,1091596,10/10/2022,1,bronze
32a0c0e7-606a-49d7-973a-c0f79664ac9a,Georgia,INS011,75216,2/27/2023,10,gold
076c2fb1-c815-4444-97da-2e576d1435ee,Nebraska,INS05,825607,7/30/2022,2,platinum
8eb919f9-c7c6-4c94-9b72-74c8a0da0d31,Florida,INV023,3583,10/1/2022,1,gold
1f06c90c-8664-46ef-9179-e7d3a63a3d5f,Alabama,INV022,1327161,1/9/2023,3,gold
a873edb3-1dd3-41ac-9bb9-9aadf4f0ea67,Texas,INS05,350702,8/20/2022,6,platinum
a31be20a-828e-4ff6-a755-906f2092eede,Michigan,INV022,49698,7/4/2022,9,silver
984d95f8-3d82-418e-816a-70bda0a8946e,Kansas,FIN015,838431,7/28/2022,1,bronze
8da00de4-0e8b-40bb-8f61-59964da88a4a,Ohio,INV023,654716,2/5/2023,2,gold
0185e44a-c87b-43f1-bf51-ea629b06bb51,Delaware,INV025,377823,6/6/2022,9,employee
12f6e041-4f45-4160-89e9-196a7c34d599,North Carolina,INV023,928044,5/7/2023,2,employee
e6fc77ce-726d-4150-88bf-3792dd3094a0,Colorado,INV021,149632,7/29/2023,6,gold
0e476db8-425b-427c-8c15-d32efa1d411f,Missouri,INS011,1310153,3/21/2023,6,platinum
9ebafd0b-d943-4fce-9594-35ccb3e2ccfc,Nevada,INS07,207239,7/12/2022,9,bronze
2acd9cb9-64c2-421d-9a31-ae3c4a273979,District of Columbia,INS05,347678,5/18/2023,3,silver
c4565cba-72eb-4bf5-9e21-789e60d1e415,Alabama,INS03,851261,2/15/2023,8,silver
88ebb212-f78f-4313-8c06-91807281703d,Illinois,INS05,1468222,9/13/2022,9,platinum
fd506deb-99e8-4573-9d2a-f8fd4541e5a7,California,INS08,1396517,4/13/2022,7,silver
da3ea4f2-cb51-49d2-9adf-a2cf7954a0c5,Ohio,INS011,1430162,8/25/2023,4,employee
4c748dc7-48a4-4eb2-863e-ab7a14e3d2ad,California,INS02,1386934,7/5/2023,3,bronze
21bc2d23-4fd9-4cd8-8c74-7c31d49070f0,Washington,INS08,749640,12/21/2022,6,platinum
818f1139-200f-43de-848d-a8440bec3110,Texas,INV022,1153206,12/25/2022,9,employee
4a0fd545-a211-464d-b0ba-5bdfdb87f981,California,INS08,671784,2/14/2023,7,bronze
4f535dba-3f9f-474c-bf13-21437ee61602,Virginia,INS010,1389685,7/25/2023,2,gold
c84baa9c-7f4c-4a1f-bf1a-dfa68fe31139,North Carolina,INS04,1190241,7/24/2022,5,bronze
a1ec5de8-a8c3-4669-b64d-caef4a230cfc,District of Columbia,FIN015,894332,7/2/2023,10,employee
16f5a3f3-d993-46fe-9938-ac8780865b31,Pennsylvania,INS011,39848,3/11/2022,1,silver
37e58dd9-aec3-4b90-9f9e-5bab2f71b28f,Florida,INS012,650861,12/31/2022,4,platinum
e147e8b8-3723-40c2-bbc8-ed771c0cd22a,Florida,INV024,349191,8/22/2022,8,bronze
7b39a025-b4bb-4f08-8d69-597a21c3ecb1,Montana,INV022,1457068,9/19/2022,2,silver
ba0aeb68-320a-462d-a912-1e9443aca3fc,North Carolina,INV025,1495532,2/9/2022,4,silver
6cc607c0-33e7-41fa-a4c1-ffaebcbfe206,Washington,INV024,758251,4/2/2023,10,bronze
22465147-1c3b-4d85-8f41-9d201d7a90e9,Iowa,INS010,581005,11/23/2022,6,gold
f42332b7-09a6-45e4-bc4e-1dbacd536a07,Washington,INS04,1123343,7/8/2023,2,gold
c7a701e7-98d7-44be-b3f6-90db947bb476,Michigan,INS010,1134859,3/19/2022,4,employee
4719e32d-948b-49ac-9499-55538af33450,Minnesota,INS06,1478047,4/11/2022,4,gold
4cbdba63-0bd3-4d77-97dd-f41940ef0ce8,California,INV021,356580,6/26/2023,5,platinum
d6302e04-0647-46d3-b700-07d01a4197fa,Pennsylvania,INS011,685850,6/7/2023,1,employee
a9fc4db8-d2de-48c0-98e6-cf249e253238,Connecticut,FIN019,140974,4/3/2023,10,platinum
87156516-78b4-40d4-a0cf-e5cd5e527f07,South Carolina,INS05,1277565,6/18/2023,4,gold
b283cbf1-21b1-407a-9593-e8222cedc8a7,Michigan,INS06,178329,3/24/2022,8,silver
acf57888-2c36-4bfe-9282-1a2c090179f0,Oregon,INV025,1093461,1/14/2022,3,bronze
42285d07-ee51-4803-83b3-ca858cc69ee6,Missouri,INS03,188108,6/6/2022,2,silver
b8e47c4a-e638-4ffc-9355-081651188adc,Pennsylvania,FIN018,727702,1/27/2022,2,gold
62efa399-1582-4927-a8f2-2dd0f12c5ef5,West Virginia,INS07,159212,1/15/2023,5,silver
0d472dd3-7e44-488b-b402-53e17da7e855,California,INS07,1382669,1/23/2023,2,platinum
ded6b157-b2f7-4f5b-a423-9499ec113334,Missouri,INS03,612116,8/28/2023,6,silver
d10eccfe-74a9-40ef-b1d5-c3707dd7a540,Tennessee,INV025,1463751,5/26/2023,2,gold
d97eca2f-98eb-40e2-9b9f-ac0044205220,California,INS02,149364,4/16/2023,8,bronze
113bc4e9-74d0-477d-be06-d9733e5e0024,North Carolina,INS010,1013013,1/31/2022,10,silver
f06867fd-dbd6-4095-9c23-cfd2fd63124f,Kansas,INV021,55265,3/15/2023,1,employee
8b28ee59-8798-4c40-94e7-06bc67c48f0d,Indiana,FIN019,446662,2/2/2023,10,bronze
056d9463-4282-4c89-af3b-3cb54bea20cc,Tennessee,INS03,1421704,5/28/2023,1,silver
e7652adb-3510-4cbd-8e82-a92f1cf6ca6a,Texas,FIN017,56968,4/2/2023,4,gold
d1b4e910-0f52-42a7-b49f-5aae4dce6087,California,FIN013,1286972,6/22/2022,7,gold
5a3a3f0c-dc8d-48ce-b928-b710ab085c7e,Oklahoma,INS011,957858,3/18/2023,6,silver
d443242d-478e-4051-b773-49368c5abf5a,Iowa,FIN017,506660,9/3/2022,5,gold
bf23833a-13ee-48e4-a026-93f6da2dbac1,California,FIN019,1062305,1/2/2022,10,employee
9745e323-edfc-4064-af62-be8d628f3373,Ohio,INS06,1429144,12/15/2022,4,gold
73206e48-a1b3-4cee-b4e6-cfa8d14ee940,California,INV023,1478790,2/9/2023,1,platinum
18f5fba5-59a0-40ca-9074-7f3459ce34fe,Alabama,INS011,527976,4/4/2023,10,gold
9ce28ea7-2505-4cab-afa6-189ecbc22597,District of Columbia,FIN014,1303797,1/13/2022,8,bronze
e7ccc264-b4d3-4a13-b6e8-9b1eed3b92d2,Massachusetts,INS010,1369286,2/3/2022,2,platinum
062d868a-d325-46c8-b5d6-ae3ad5aaf074,District of Columbia,FIN016,296161,1/9/2022,5,platinum
9b255bba-0645-4905-b86d-5714a99442d5,Montana,FIN015,1469881,1/2/2023,10,platinum
010fa119-29a3-45c2-8d9f-b603f14d7e7a,Connecticut,FIN017,257470,4/30/2023,8,employee
5abd20a8-1707-4f39-8b66-36fc58f6d253,Indiana,FIN017,1175342,7/4/2022,2,bronze
e9b5de57-2ab6-44a0-81b4-aef2fb121525,Virginia,FIN017,1035203,6/2/2022,2,silver
e31bbdc0-13f6-4568-867d-25de3bc035da,Arizona,INS02,963994,5/21/2023,10,gold
357cdde8-51e2-4551-8156-f47d7dc9cdfe,California,INS010,776496,7/16/2023,7,bronze
90f652c2-e632-40b0-b4b7-b98f2f6a5193,Florida,INS04,1004291,6/23/2023,5,employee
8543e0fe-cfd5-4c74-b3d7-652026371d00,Massachusetts,INS03,391899,1/24/2022,4,silver
a9b8b605-6791-4717-a7a7-c0a0b286e9e1,North Dakota,INS09,374081,10/2/2022,10,silver
4e40d653-e23c-47ca-98a4-2b239eb1b94f,North Carolina,INS03,1174676,3/23/2022,5,gold
e0a478e9-352a-4012-a425-b98654e7d477,California,FIN013,135752,11/15/2022,6,platinum
4eb9fcaa-051e-4a53-bd90-35678a1f7621,North Carolina,INS05,13964,6/3/2023,4,platinum
2b4d24f9-f491-4a9f-83be-6e294b5549f7,New York,INV021,873649,5/8/2023,8,platinum
a0e8a8e5-9221-4171-a4c8-e83fc1b38230,New York,FIN014,224516,1/3/2023,2,gold
56f8fecf-12b9-40e8-9be3-d50acdba83c7,Georgia,INS010,1003628,5/24/2023,8,platinum
ecdfb92a-5554-49f7-b034-15de52068406,Illinois,FIN016,1192847,6/5/2023,3,bronze
3a2821d3-b93c-4524-aa15-8614f63793e1,North Carolina,INS010,1287103,6/29/2023,8,bronze
cdb07f24-dc4d-4df4-be5d-ed6d841f3f5b,Texas,FIN015,787513,6/15/2023,10,employee
5d9b1452-346e-4a25-8b3b-641b8a92991b,Washington,INS010,1220277,6/15/2023,10,platinum
92e32552-0f42-4664-802d-7574f5b32fe9,California,INV020,148502,10/16/2022,1,employee
83394e7e-b09f-4946-b4d8-15ff5732ce92,Texas,INS06,975626,7/10/2022,3,platinum
32ce8dfd-5844-4319-babc-b026732148fa,North Carolina,INS012,497997,5/11/2023,6,silver
299f509a-80a2-4676-b32b-d71f1ea4eafb,California,INS010,213344,4/23/2022,1,bronze
4bb91900-9043-4e73-91b5-252d5999edb9,California,FIN019,954242,10/5/2022,3,silver
e901852c-c0b8-4320-ba73-fe8bce1c79e0,New York,INV024,46838,7/14/2023,5,gold
87d662b6-fa29-4b32-973f-43cb6efe9734,District of Columbia,FIN016,778217,10/3/2022,2,gold
854f6194-44a1-4159-a7cf-725b27df491c,Florida,FIN019,1295868,9/12/2022,4,gold
8b68a517-18e0-4066-a0f9-2592a6aa40a0,Georgia,INV023,478662,7/7/2023,10,gold
e0e2bc0a-6418-495d-9c95-2e34e18d7084,California,INV025,406868,2/27/2023,8,bronze
fb218642-8983-4bb2-95ef-c2939f665715,Texas,INS010,172762,7/2/2022,5,gold
4caf1131-4be8-46b0-872d-62d945d82660,Pennsylvania,INS012,713758,6/6/2022,10,silver
ceccce1b-3029-4d09-9bf2-1bb2721899da,Washington,FIN018,130690,7/1/2022,3,employee
58f16d38-10c0-46ec-b414-6f72a6368662,Minnesota,FIN013,283116,4/30/2023,9,employee
650f7aa9-f422-4253-ab10-504afa97d437,District of Columbia,INV020,1258418,3/26/2023,1,bronze
5ded8cd7-f7bd-4b1c-8d48-a22b670bb996,Indiana,INS010,748669,10/16/2022,10,bronze
ebc1ae7a-2b15-4a5e-a545-5ed164dbd465,Massachusetts,INS05,488585,4/12/2022,4,gold
91d487a8-82fb-40c9-88d8-2bb3da8621cf,Georgia,INV025,1423950,1/10/2023,3,silver
84994af5-ee1e-4c1a-99cf-f64320910a10,Florida,FIN016,1074447,1/8/2023,4,gold
d75d32ee-a056-4748-96f2-f2c335853c22,New York,INS04,1234179,10/22/2022,1,gold
b250bc35-7f09-40e2-b22d-673b97dfcaf9,Georgia,INS08,1035348,4/9/2023,9,bronze
dea6a7df-b4ca-49d8-bb08-9ae2bbb61e99,New York,INS07,653629,5/19/2023,6,silver
9074f07e-7eec-4505-ac87-92bface4d918,Alabama,FIN015,49057,9/19/2022,1,silver
fd5dadd1-f0dc-45a2-bb0c-2a22a09a35a9,Oregon,INS012,739943,2/18/2022,3,gold
851940b9-e63a-4a48-9de6-5d2928f14b7d,Nevada,INS04,674801,4/3/2023,6,gold
ce47ba96-cba1-4e4f-9d6e-0b68c2db9685,Louisiana,INS03,497521,3/17/2022,10,bronze
0162a37a-05ca-497b-a5a3-2690ebca761b,Louisiana,INS09,134000,5/21/2023,4,employee
a4e076cb-5763-483c-b07f-ba470789109f,Maryland,FIN015,413166,6/13/2023,8,bronze
7e1a0597-aef8-4478-ae73-532b61c978fe,Minnesota,INS05,734840,8/2/2022,10,silver
5bc6aaff-1dc2-402a-9cc7-f83e632539cd,Colorado,FIN013,1108441,5/1/2022,6,employee
feec5fa6-f206-4e49-9813-fb5280ce6795,Hawaii,INV024,1340764,6/1/2023,1,platinum
1ff27af7-b214-4d81-b960-95951b3b7d46,California,INS08,552084,7/2/2023,8,gold
54215386-b9d7-4616-b9e1-b15bed11ecb6,California,INS012,196888,6/29/2022,1,silver
42a5ec11-c3a3-4e70-9810-6d01acdd8924,North Carolina,INS07,1433154,2/18/2023,4,silver
6685945d-8f14-4134-9601-e37818801d73,California,FIN017,74038,3/31/2022,5,bronze
0b35c1b5-60af-4c2b-ad56-67cbf71f612c,Alaska,INS09,1497388,8/12/2023,5,gold
29b9a8e9-7d2a-4053-ab43-fc67896a8fe2,Illinois,FIN019,106230,7/25/2022,3,gold
73a0f482-558d-4b11-956f-abafcff365ff,North Carolina,FIN014,306115,1/31/2023,7,employee
287aa076-7e15-4394-bdd1-01e6da69fd03,New Hampshire,FIN018,87411,1/6/2022,4,employee
1bba972f-8abf-4284-8c27-fbe1e60fd5d7,South Carolina,FIN015,1156216,7/27/2022,2,platinum
f9a5a916-0423-4df1-8461-5a18d846e7a9,Massachusetts,INS011,4185,9/27/2022,6,bronze
988faac0-966a-476d-8b74-7467fb86d5b9,Hawaii,INS02,1228691,6/3/2023,4,silver
0ba54909-0210-4763-a630-b5c0ba569610,California,INV024,99351,10/28/2022,5,silver
ba28ffcd-97bc-4a37-a3d0-cd892e67c367,Michigan,FIN015,1225209,6/12/2023,2,platinum
f1a60392-5333-42c9-920a-59b6b0e1f570,Arizona,FIN019,1072583,5/24/2023,7,gold
70fb6374-8200-4d70-9aa6-abc3578c2afb,Maryland,INS04,108024,4/29/2023,5,platinum
01aebfa9-6be3-44d8-b711-6d6dd78137a0,South Carolina,INS03,1332202,7/17/2023,7,employee
1c31156c-e405-4a77-96fa-9585d9a5660e,Florida,FIN018,795718,10/28/2022,7,silver
a424a533-ac4c-41fa-9139-b1e3c86b70bb,Texas,INS02,235892,7/17/2022,7,platinum
927bd5b5-7b71-42cd-af98-2d0ed8fb592b,Pennsylvania,INS09,1458935,2/9/2022,6,gold
63ac18f9-7a3c-4772-9e0c-491f5f65151d,California,INS07,349830,2/3/2022,9,platinum
f034f585-f083-4067-8aad-103b22477ee7,Maryland,INS05,272963,5/31/2023,5,gold
3f4238fb-bcbf-4c5f-95f6-785792d45467,Iowa,INS05,1413153,6/27/2023,2,platinum
4e8f9089-3826-4a4e-8d5c-46dfef4ca8f3,Pennsylvania,FIN016,1084852,5/7/2023,10,platinum
de5dc344-41ca-4b70-b2fe-bfd6059a74be,Virginia,INV025,1073714,3/15/2023,10,gold
6a1afff6-f2ca-4c1e-9a21-7b96e41901f2,New York,INS012,676924,9/23/2022,6,gold
e3ebdbba-f81c-4403-a9ec-1b1a9820bba8,California,INS07,1386398,4/7/2022,8,silver
b685bfde-214b-485f-bae9-f1692dfc45af,Texas,INV021,647163,7/9/2023,5,gold
821fc7c0-94a1-4658-a95f-3aae25de791e,Alabama,INS012,1285594,4/16/2022,3,employee
151a1a8e-2305-4bf5-984d-afb0733945c5,California,FIN017,798282,7/2/2023,9,bronze
721dc467-3039-43f4-a99e-879fb9146aaf,California,INS07,965212,7/15/2023,1,employee
2e9f75a1-979e-4fb0-b894-b340edea93ff,Alabama,INV023,676881,7/6/2022,1,employee
3e834e5e-cf23-418e-9dd5-aa0db10ba480,Montana,INS010,1327622,7/25/2023,8,silver
9baa604f-47dd-4308-98a6-cf9d9bda884c,Kansas,INS012,1076580,2/10/2023,1,platinum
579cf0da-0caa-4328-beed-dd3a1a6eb034,Illinois,INS02,89563,1/31/2022,10,employee
b6c41b82-4d48-452a-985f-d6cb6cc91c18,North Carolina,INV024,23504,6/6/2022,5,gold
16195140-6951-4bf6-bca1-fdc01aafbb6f,Nevada,INS04,1359256,8/25/2022,9,platinum
b712ba9e-48fd-4f1a-9725-da9f47a81c31,Georgia,INS012,1399173,8/14/2023,7,platinum
79dc40cf-d07b-44ae-a625-6fb42b56912b,Illinois,INS05,77851,12/16/2022,10,bronze
7b820d8d-d47a-472e-89ea-aef71fb80293,Virginia,INS04,721302,5/17/2023,2,platinum
10028541-99e7-4692-af7e-df12a06d17aa,Texas,INS05,436609,2/16/2023,10,employee
1dda7b5d-ab5a-4265-985c-a8032d09983a,Texas,INV022,817862,3/14/2023,8,platinum
c56b0e20-4f19-43ea-9a5e-b76d832c7dab,Florida,INV021,1385326,12/12/2022,2,bronze
4592c3d2-6b4b-4a2c-99d0-25585a97b6b9,New York,INV022,1022515,5/31/2023,5,bronze
2048533e-4d72-4672-afc7-c8e7da14fc08,Tennessee,INV022,1168130,8/19/2023,2,bronze
14a2d682-5dde-4c1d-b04b-57c8d3ea3f60,Florida,INV021,803470,5/31/2023,6,bronze
e4535a05-5250-4a24-af64-24828fd63257,Washington,INS010,1289108,4/28/2023,6,silver
6304cf02-0d62-4a7d-8bc8-19a4655053e8,Georgia,INS06,1182697,2/14/2022,10,bronze
aea41707-6336-4124-a0e3-b43ef16a90ab,Florida,INS05,191894,8/28/2022,4,bronze
203c5dfa-fe96-44cd-b4df-e51b3019fb99,Alabama,INV024,596884,4/5/2022,4,bronze
8cda8cf6-89ff-4bac-aac8-fe74b3431382,Ohio,INS05,572266,9/10/2022,8,silver
bb87afc4-0fbf-4676-b615-5f8bd4bb0288,Virginia,FIN013,906351,1/18/2022,3,employee
2f33b1f2-9183-4dbd-96fb-37d2516a0d2a,Florida,INS08,758667,1/16/2022,4,silver
8b1a2ea4-d7ce-4af3-96f1-4da5ddf17ee0,Maryland,INS05,177818,3/5/2023,6,gold
1bcc739b-f65d-4d9e-a2ac-fec2b8d0cfa2,Massachusetts,INV021,1306594,6/14/2022,2,employee
b4ccc8bb-a24a-40b8-aad8-cc7d7a22b2f2,Alaska,INV020,476139,11/19/2022,3,silver
5fe9bd21-5275-49c8-b5a2-df4ee088c68f,Washington,INS010,438772,1/19/2022,2,gold
0342c0b3-693e-420b-be72-4d392114fd6a,Illinois,INV020,1314935,12/25/2022,3,employee
d0a0583f-55e3-4a68-9058-80523d36b1d7,Pennsylvania,FIN014,1244021,1/1/2023,5,silver
62930f71-4afd-440b-829f-1230823fa890,Colorado,FIN017,861859,5/15/2023,2,bronze
e01f3c57-bb9b-4cb7-9ca5-a037954bb419,District of Columbia,INV023,1438786,4/3/2023,5,gold
527ad90c-6548-4cc1-8de9-11921c1590a5,Virginia,INV021,96517,12/25/2022,3,silver
db87a5e5-0bf2-47d0-9ef0-4c01af626a4d,Connecticut,INS011,845593,1/23/2022,10,bronze
6d46e9fb-d370-493f-8144-b33b51a0573d,New York,INS06,669658,8/22/2023,3,platinum
8a18f688-16eb-4185-8052-be8ded5cdc33,Arizona,INV021,1086668,1/20/2023,7,gold
581e778a-2e8f-46cb-ad9b-93532b9e8c8d,Florida,INS012,445712,3/15/2023,5,silver
bb2b85e1-b9f5-4f08-8730-562d890b3a39,New Jersey,INS08,138772,2/26/2022,4,platinum
aeb93215-cab2-4419-b2c2-44cf2f4e8b4b,Texas,FIN015,1228077,10/23/2022,9,employee
7d9584b1-369b-4851-a8ad-471939dd5cf3,Kentucky,INV023,323628,1/21/2022,6,bronze
25f09cf2-8a20-4ffa-a3e1-bbfda450b618,California,INV022,588661,1/23/2023,8,gold
d3b387c6-c54b-48e1-8d10-b991489a2108,Connecticut,INV023,49733,11/25/2022,2,silver
9f39e4b5-b7fe-4212-a548-de686e6f21cb,Florida,INS011,568146,4/14/2023,4,employee
c30f0215-cb18-4539-bedf-0457a81877e1,Indiana,INV023,818660,7/23/2023,6,platinum
8b48a1be-4ef6-4d12-a6b3-5ab89493dc96,Oregon,INS02,473797,8/13/2023,4,employee
5bd3b730-08b9-4966-ab6a-2bf8ac100dda,Iowa,INV021,965906,8/19/2022,1,platinum
7a0c58ce-b1cc-43a3-9e42-605e7f79868a,Tennessee,INS03,1187550,6/3/2022,8,gold
189822e7-c49b-41c1-9d88-abd6cc202ac9,California,FIN017,1437427,5/22/2022,1,gold
7bf40ae9-b2e5-4f3b-bf5e-1281c7202b85,Virginia,INS012,940606,3/2/2023,9,platinum
4ddfb3d3-5082-49c4-b136-3e7a46ab7a79,District of Columbia,INS08,865467,10/8/2022,9,bronze
4b3a8e17-71cd-482e-8162-032740f36db7,New York,INS07,321618,5/13/2023,4,gold
f3ea842b-8226-4e57-9c1b-b9e10b800301,Florida,FIN013,486435,6/5/2022,6,employee
f43e9b0f-080a-4192-b1ce-74b08aab7d38,California,INS02,1457234,6/21/2023,4,silver
888f8e82-4e72-4802-82bf-7b5047a3c854,Arizona,FIN013,579584,3/17/2022,7,employee
cf098b34-f7c7-414f-95ab-d032082a2463,Nevada,INS07,253977,2/28/2023,6,platinum
64b74071-2e0e-40f1-8da4-5cfbeb05f0fa,Tennessee,FIN013,597528,4/27/2022,5,employee
8c9b662b-5493-43f5-a131-99e1b8ef9620,Texas,INV025,602537,8/26/2022,1,silver
f38cafed-3463-496a-ad71-a7599ff99e6e,California,FIN018,1256330,3/5/2023,4,bronze
2d9f16be-ba50-443f-b8c2-9943bde5af5e,California,FIN014,613076,4/17/2023,7,bronze
3c53de4e-6b14-4401-b627-9b4734c87f70,Ohio,INV020,978039,8/20/2023,6,bronze
beac6b50-a50e-445f-8a33-b168ef5279d3,Texas,FIN018,882790,7/30/2022,10,bronze
65b11e48-cd68-40f8-a196-1be477120377,Texas,INS08,1032028,3/13/2023,1,bronze
438ebfdb-ca2e-414d-9975-4a4d71a7adef,Connecticut,INV022,95983,8/19/2023,9,silver
eab12652-06ea-4d4d-a246-59fa9296e75f,California,INS08,992122,7/20/2023,3,gold
4c608798-5756-472d-b89c-7ccf96e44067,Utah,FIN013,625064,1/10/2022,1,platinum
5138ef21-8bfd-420c-98cb-813019138753,Florida,INS012,582365,11/6/2022,9,employee
4eb8d999-0503-47b6-b1ef-51f11be1f539,Wisconsin,INV024,1137330,8/2/2022,4,platinum
ac6bfa4a-8eb9-4d6b-b43a-bdbcd14b67fc,Arkansas,FIN013,1372917,8/27/2022,1,gold
aa350136-7070-447b-8d52-d9e1a2d06d10,Texas,INS08,129915,6/24/2023,4,platinum
af5f1554-fd05-4f5d-adbf-2f2a70744fed,California,FIN016,311566,8/26/2023,1,silver
58c4e194-2a2b-4ba2-9eeb-496b2df16aac,Colorado,INS06,1026563,3/11/2023,5,bronze
744c2180-6f2a-4412-a77f-5bd9b9117995,Georgia,FIN015,813255,4/1/2023,3,silver
5794d0ec-6da8-41ba-b105-9c9388982f3e,South Carolina,INV025,960966,5/7/2022,4,gold
e80dc881-1e0b-4faf-a42d-b993993578d4,Minnesota,INS09,400316,5/6/2023,8,gold
641437f6-175a-45a2-b7a1-5c2da2bf223e,Arkansas,INS05,29006,2/20/2023,10,employee
80fdc629-3f0e-412f-8f31-f89ef4f8172c,Oklahoma,INS02,782068,8/3/2023,2,silver
1c6c0e5b-7947-42a1-97d3-524e2083ae5c,California,INS011,786486,6/21/2023,1,bronze
eb0abaf3-3f20-4c08-a607-f404d93bb363,Virginia,INS010,913564,7/7/2023,4,bronze
9096a569-b1c9-4b07-9b22-03ea7806683f,District of Columbia,INS02,760289,5/3/2022,5,gold
c7bb8e54-78bd-428e-948c-bd3bb6637ac2,Massachusetts,INS09,70452,7/30/2023,2,bronze
2cd7e3a3-9a93-4982-b864-1d0eb9233770,Texas,INV023,576311,4/21/2022,1,gold
fc659eda-6bef-4685-bd25-b3506b5ea9af,Indiana,FIN018,316857,10/3/2022,6,bronze
b2ed3c98-cd90-4f5a-ba2a-d08bdcc4765c,New York,FIN014,312466,1/1/2023,3,employee
b98eea78-8a6a-4b1c-b388-f41f18a9226b,Minnesota,INS07,207942,3/17/2022,2,gold
32460a97-7ec6-4d5c-9731-337c4725a08c,Ohio,INV021,1204443,12/2/2022,10,bronze
46e028ba-c469-4ab5-8be2-15dc045dca01,Arizona,FIN017,723338,9/12/2022,10,employee
1a306791-0e1a-4f60-a6b1-64e427dc5d0c,Colorado,INV022,164400,5/27/2023,5,employee
c21b0c85-126d-4c8f-bbd0-9a848e17efa6,District of Columbia,INS02,511718,7/24/2022,10,employee
c47284db-a5ff-4222-9d26-a71a704f783a,New Jersey,INS08,1245190,3/5/2023,2,gold
28aa3a3f-df35-4722-abcd-c8484a75dfa9,New York,FIN015,135148,12/2/2022,9,employee
e1db51af-5a26-42d8-870c-54bde8831981,Colorado,FIN015,631960,7/3/2023,1,employee
c9e02894-e78c-4ef0-a643-72c11fcb11a1,Virginia,INV023,442645,11/12/2022,9,silver
4914d298-4dbf-4816-8694-32e44e63d2c0,New York,INS04,492977,2/25/2022,3,employee
8749ebd4-c33d-443f-bbb0-01c7de1a29ae,Indiana,INV021,1103372,6/13/2022,9,silver
05ad81bb-e68e-4ecd-be80-f1d7ac2d3ae8,Pennsylvania,INV022,270222,4/5/2023,2,employee
46262fd9-ffbe-47da-adf7-6929037ac300,Washington,INV022,318783,1/6/2022,5,gold
c10e99d2-7fbb-48ee-8561-2b82a36fa5d5,District of Columbia,INS010,1053461,1/12/2023,2,gold
4ccde06d-2f68-4248-8857-a818341414a0,New York,INS04,58197,1/4/2023,5,silver
